customer_id,product_id,star_rating,verified_purchase
5162,2883,0.0,0
4573,4757,4.0,0
3556,4020,0.0,0
4042,5608,0.0,0
6231,3125,0.0,0
1698,5577,0.0,0
7688,1309,0.0,0
2550,3770,4.0,1
5713,2030,0.0,0
5150,4231,0.0,0
523,2211,0.0,0
4494,2522,0.0,0
1765,5583,0.0,0
3637,5540,0.0,0
2967,5001,0.0,0
326,1951,4.0,1
1996,1953,0.0,0
2480,4975,0.0,0
1679,4045,0.0,0
1356,235,0.0,0
1990,2092,0.0,0
2772,3622,0.0,0
6989,5725,0.0,0
2249,819,0.0,0
4776,986,0.0,0
4918,1199,0.0,0
391,1581,0.0,0
5446,853,0.0,0
2729,4453,4.0,1
2145,2624,0.0,0
2319,5589,1.0,1
4371,4673,0.0,0
4802,3521,0.0,0
3253,1789,0.0,0
6003,98,0.0,0
5016,1192,0.0,0
1341,4971,0.0,0
3514,2834,0.0,0
1693,454,0.0,0
7072,4134,0.0,0
2434,4115,0.0,0
4381,5081,0.0,0
7361,2736,0.0,0
1037,5431,0.0,0
5674,4290,0.0,0
1541,5203,0.0,0
4519,3771,0.0,0
6277,125,5.0,0
1449,1806,0.0,0
2191,2779,4.0,1
6123,3205,0.0,0
4335,1166,0.0,0
197,938,0.0,0
7420,3667,0.0,0
6231,4228,2.0,1
3137,2023,0.0,0
2339,748,4.0,1
4452,3192,0.0,0
2463,5503,0.0,0
1218,4525,0.0,0
887,5820,0.0,0
723,2974,0.0,0
2942,897,0.0,0
436,886,0.0,0
6203,3400,0.0,0
3284,4141,0.0,0
976,1091,0.0,0
5624,1645,0.0,0
607,3610,0.0,0
1099,5372,0.0,0
3383,677,0.0,0
3638,3113,5.0,1
7875,2922,0.0,0
148,3710,5.0,1
162,3083,0.0,0
685,3871,0.0,0
7460,5034,0.0,0
7488,3101,0.0,0
6553,1737,0.0,0
3895,3359,0.0,0
2832,99,0.0,0
1803,3569,0.0,0
6985,1037,0.0,0
2797,4190,0.0,0
357,4310,0.0,0
1850,1625,0.0,0
6322,2913,5.0,0
456,553,0.0,0
6784,499,0.0,0
4398,1313,0.0,0
4723,332,0.0,0
2977,4077,0.0,0
1878,4377,5.0,1
676,4614,0.0,0
1811,3889,0.0,0
7413,5165,1.0,0
1950,1155,0.0,0
1829,2583,0.0,0
6970,3324,5.0,1
6334,1561,0.0,0
1661,3509,1.0,0
7320,984,0.0,0
7732,629,0.0,0
5300,4376,0.0,0
7130,887,0.0,0
4925,4110,0.0,0
739,4721,0.0,0
4913,2624,0.0,0
5612,3189,0.0,0
680,2936,0.0,0
7619,2486,2.0,0
7301,5458,0.0,0
6587,4413,0.0,0
3834,4448,5.0,1
6052,1077,0.0,0
4204,591,0.0,0
5629,4609,0.0,0
7897,2670,0.0,0
7026,449,0.0,0
2954,2260,5.0,1
1719,4499,0.0,0
4346,1946,0.0,0
5329,3192,1.0,0
3525,3109,0.0,0
690,4207,0.0,0
1462,2187,5.0,0
1953,5757,0.0,0
4973,3414,2.0,1
5921,514,5.0,0
4959,2751,0.0,0
4568,3304,0.0,0
3863,4633,5.0,1
1370,1683,1.0,0
5181,5783,0.0,0
5700,759,5.0,1
427,3443,0.0,0
3488,2530,0.0,0
2142,995,3.0,0
5724,3135,0.0,0
1436,2934,0.0,0
4674,2558,0.0,0
3883,1139,0.0,0
5159,1956,0.0,0
3045,4868,0.0,0
1156,3311,0.0,0
2700,2136,0.0,0
2390,5783,0.0,0
7829,5594,0.0,0
4709,4696,0.0,0
2054,909,0.0,0
5491,2662,0.0,0
3868,5745,0.0,0
3305,387,0.0,0
40,633,0.0,0
126,3809,0.0,0
4743,388,0.0,0
133,2596,0.0,0
388,3759,0.0,0
6435,225,0.0,0
3517,4252,0.0,0
5170,3641,0.0,0
3118,5793,0.0,0
4779,4126,5.0,1
4778,4876,0.0,0
4038,4427,5.0,0
3833,2501,0.0,0
1035,1925,0.0,0
2153,3702,0.0,0
6757,2973,0.0,0
2546,4216,5.0,1
7506,368,5.0,1
5576,2488,0.0,0
4044,738,5.0,0
6413,1149,0.0,0
5548,794,0.0,0
6767,2322,1.0,0
231,4481,0.0,0
1760,2298,0.0,0
5066,5873,0.0,0
4709,3336,0.0,0
4826,1141,0.0,0
2745,2432,0.0,0
4781,5393,0.0,0
5802,3850,0.0,0
7346,3085,0.0,0
6004,4817,0.0,0
2882,1938,0.0,0
5716,5385,0.0,0
4633,3408,0.0,0
2212,2799,3.0,1
5249,3540,3.0,1
688,2376,0.0,0
4353,1251,0.0,0
6341,4103,0.0,0
4892,867,0.0,0
5486,1845,0.0,0
3203,1772,0.0,0
3440,5288,3.0,0
4915,5190,0.0,0
7434,1789,0.0,0
4985,3078,0.0,0
608,2470,0.0,0
4976,2588,0.0,0
1681,737,0.0,0
4183,1040,5.0,0
2646,1118,0.0,0
5120,4929,0.0,0
1776,1658,0.0,0
1468,877,0.0,0
5560,3037,0.0,0
5541,3637,1.0,0
2911,2682,0.0,0
4316,701,0.0,0
4586,2943,0.0,0
5033,317,0.0,0
2411,5105,0.0,0
4997,5842,5.0,1
3787,4514,1.0,1
2703,5467,0.0,0
4973,3443,0.0,0
7218,1092,0.0,0
568,4821,0.0,0
2947,1025,0.0,0
3280,5058,0.0,0
4695,1048,0.0,0
348,3562,0.0,0
7708,5626,0.0,0
3444,5318,5.0,0
3622,1965,5.0,1
5686,3540,0.0,0
650,5764,0.0,0
5329,1154,0.0,0
7058,5606,0.0,0
1765,569,0.0,0
2089,3616,1.0,0
5467,2877,0.0,0
3858,2267,0.0,0
3315,5260,0.0,0
6092,4498,0.0,0
6152,4716,0.0,0
1065,5855,0.0,0
1661,3854,0.0,0
7934,3050,0.0,0
5076,3298,0.0,0
2319,2367,0.0,0
4086,4990,0.0,0
3092,549,4.0,1
6057,2946,0.0,0
6651,4664,0.0,0
3936,84,0.0,0
3988,708,0.0,0
26,3559,0.0,0
1319,5630,0.0,0
4885,201,0.0,0
7839,4267,0.0,0
5495,212,0.0,0
5722,2452,0.0,0
5094,1735,0.0,0
1434,4026,0.0,0
4631,3478,0.0,0
5088,1577,0.0,0
6159,2795,0.0,0
4315,4835,0.0,0
7377,2943,0.0,0
6735,3813,0.0,0
5134,3508,5.0,0
2260,2978,4.0,1
674,987,0.0,0
6208,2485,3.0,1
3300,1716,0.0,0
3237,3735,0.0,0
5483,4587,0.0,0
7414,2723,0.0,0
7538,1968,4.0,0
1739,3413,0.0,0
4132,918,0.0,0
748,1446,0.0,0
3650,18,5.0,0
6964,1523,0.0,0
992,5076,0.0,0
3816,5639,1.0,0
1849,5365,0.0,0
2836,4717,0.0,0
6991,4076,0.0,0
3335,3971,2.0,1
7186,672,3.0,1
4327,5638,1.0,0
1400,4776,5.0,1
817,4961,0.0,0
6415,3335,0.0,0
2459,936,0.0,0
832,854,0.0,0
3950,2243,5.0,1
6821,5663,5.0,0
7294,3917,5.0,0
5291,5458,0.0,0
3888,161,0.0,0
5109,4393,0.0,0
7226,1436,0.0,0
7285,2777,5.0,1
1896,3540,0.0,0
3276,741,0.0,0
3521,2438,5.0,1
2301,5792,0.0,0
151,405,0.0,0
3484,4590,0.0,0
1361,2622,0.0,0
3652,3367,5.0,1
6725,557,0.0,0
218,5386,0.0,0
2293,4380,0.0,0
4174,4444,5.0,1
6926,5646,5.0,1
1536,5499,0.0,0
6748,5156,0.0,0
1945,5088,0.0,0
2770,2435,0.0,0
283,4158,0.0,0
2327,4865,0.0,0
6188,4735,0.0,0
470,5301,0.0,0
5565,838,5.0,1
2481,3434,0.0,0
228,4894,0.0,0
4469,154,5.0,0
2332,4149,5.0,0
1207,3987,0.0,0
3016,5498,0.0,0
7139,1763,0.0,0
1685,3751,4.0,1
4843,5866,0.0,0
4448,4036,0.0,0
6759,4065,0.0,0
6476,2906,0.0,0
5855,5247,0.0,0
6879,1775,0.0,0
746,4543,4.0,0
5539,5039,0.0,0
6588,5725,0.0,0
4821,1852,0.0,0
7842,2551,5.0,0
7859,3480,0.0,0
1081,616,0.0,0
881,3465,0.0,0
4752,2800,5.0,0
3756,3534,0.0,0
2259,1909,5.0,0
4209,4534,0.0,0
2921,5005,0.0,0
213,2911,0.0,0
93,3888,0.0,0
5953,1285,0.0,0
2418,2394,0.0,0
7753,1953,0.0,0
7942,83,0.0,0
2589,4552,0.0,0
3897,4045,0.0,0
6156,756,0.0,0
1584,3371,0.0,0
2156,4721,0.0,0
2115,4428,0.0,0
7171,481,0.0,0
2775,2651,5.0,0
28,4307,0.0,0
1497,2298,0.0,0
4690,4005,0.0,0
3175,4376,0.0,0
522,1108,0.0,0
5310,3907,3.0,1
697,1353,0.0,0
5762,2075,0.0,0
7871,2192,0.0,0
1999,1770,0.0,0
98,4682,0.0,0
1524,2626,0.0,0
5539,1522,0.0,0
4196,1215,0.0,0
5416,1186,5.0,1
5550,4444,1.0,1
7125,3948,0.0,0
4045,4092,0.0,0
4933,3821,0.0,0
1076,1678,0.0,0
1219,5778,0.0,0
2652,5638,0.0,0
7368,907,0.0,0
2754,639,0.0,0
7292,3533,0.0,0
614,4069,0.0,0
6260,318,5.0,0
5891,2451,0.0,0
6830,4070,0.0,0
6615,4419,0.0,0
4185,5457,0.0,0
5709,4917,1.0,0
5390,2679,0.0,0
7092,4637,0.0,0
1615,774,0.0,0
3458,3316,5.0,0
869,1781,0.0,0
6705,5618,5.0,1
3853,616,0.0,0
7428,366,1.0,0
7130,3630,0.0,0
6174,3456,0.0,0
4107,2212,0.0,0
6175,4503,0.0,0
2716,3321,4.0,1
4652,1179,0.0,0
3855,4772,4.0,0
6598,5263,0.0,0
4238,4718,5.0,1
113,4105,0.0,0
6346,3402,0.0,0
4466,1780,1.0,1
5459,2408,5.0,1
4813,5664,0.0,0
554,1666,0.0,0
5168,2890,0.0,0
485,1781,0.0,0
1298,1605,0.0,0
2604,1458,0.0,0
5756,2381,0.0,0
6320,2055,0.0,0
7214,2733,5.0,1
5443,5460,0.0,0
6768,2697,0.0,0
6306,3192,5.0,0
3067,3982,0.0,0
6782,5505,0.0,0
4110,4098,0.0,0
5365,2597,0.0,0
7360,282,5.0,1
5648,996,0.0,0
3519,4905,0.0,0
5844,1083,1.0,1
7959,3004,5.0,0
5948,4675,0.0,0
7364,1671,0.0,0
2916,761,5.0,0
1889,1060,0.0,0
7833,5255,0.0,0
7247,4583,0.0,0
4451,1832,5.0,1
3356,2903,0.0,0
1615,1360,0.0,0
5049,854,0.0,0
3997,4031,0.0,0
4170,558,0.0,0
4202,793,0.0,0
4455,3378,0.0,0
6491,1573,0.0,0
7164,3843,0.0,0
3994,3458,0.0,0
5229,5926,0.0,0
1517,312,0.0,0
6493,1411,5.0,0
6049,1935,1.0,0
5067,5553,0.0,0
6827,1069,5.0,1
7363,475,4.0,1
6191,1775,0.0,0
293,4570,0.0,0
4898,4424,5.0,0
1279,3466,0.0,0
652,5654,0.0,0
1767,704,0.0,0
1818,3363,0.0,0
708,4879,1.0,1
4706,1730,0.0,0
4557,3906,5.0,1
4156,5706,1.0,0
5458,1596,0.0,0
3996,2663,0.0,0
1309,5221,1.0,1
969,3454,0.0,0
3338,2610,5.0,1
6021,4812,0.0,0
6181,239,0.0,0
4054,2258,0.0,0
2852,612,0.0,0
6787,558,0.0,0
1290,1326,0.0,0
1750,2108,0.0,0
2921,2094,0.0,0
4949,5253,0.0,0
7753,1128,0.0,0
7863,4548,0.0,0
459,6,0.0,0
1129,2907,0.0,0
6297,2141,3.0,1
1726,1151,0.0,0
4681,671,0.0,0
1432,1270,0.0,0
3320,5139,0.0,0
5810,206,0.0,0
5993,199,2.0,0
5405,1418,0.0,0
3520,665,5.0,0
6526,4384,0.0,0
2219,510,0.0,0
3103,2678,0.0,0
2569,372,0.0,0
396,3695,0.0,0
6007,5385,0.0,0
5769,3153,1.0,0
4201,3586,0.0,0
2528,4219,0.0,0
7130,241,4.0,0
4920,4281,5.0,1
4888,1771,0.0,0
1871,4232,4.0,1
785,365,0.0,0
3095,3546,4.0,1
1669,3861,0.0,0
4242,2117,0.0,0
782,3691,0.0,0
2079,5820,0.0,0
5906,4121,0.0,0
3254,223,0.0,0
1711,2957,0.0,0
4220,3462,4.0,1
3970,4217,0.0,0
4241,5246,0.0,0
3629,2855,0.0,0
2437,4963,5.0,1
3898,3698,0.0,0
6486,868,1.0,0
5885,5894,0.0,0
706,5539,0.0,0
242,5674,0.0,0
7641,994,0.0,0
3252,4277,5.0,0
7408,214,5.0,1
7956,5265,4.0,0
7735,5083,0.0,0
2977,1708,0.0,0
6995,980,4.0,0
1324,2928,5.0,0
854,4753,0.0,0
604,5054,5.0,1
1656,116,0.0,0
4669,5474,0.0,0
2096,157,0.0,0
3044,3705,0.0,0
5211,5179,0.0,0
5446,513,0.0,0
2950,3892,0.0,0
4266,3108,0.0,0
6008,215,5.0,0
2268,2058,0.0,0
6090,218,0.0,0
7060,1964,0.0,0
2162,486,0.0,0
5793,3534,0.0,0
2422,5006,2.0,0
1055,3332,0.0,0
3612,760,0.0,0
3968,1170,4.0,1
2981,5523,1.0,0
7471,3022,0.0,0
225,2555,0.0,0
816,330,0.0,0
1079,3122,5.0,1
6430,2747,0.0,0
4981,4049,1.0,1
6713,3176,0.0,0
3702,5362,1.0,0
4109,409,0.0,0
7680,1035,0.0,0
6618,1899,5.0,1
5608,3244,0.0,0
5915,2719,0.0,0
7651,5034,5.0,0
1141,3461,2.0,0
5693,3051,0.0,0
7770,3283,0.0,0
3799,2109,1.0,0
5584,181,0.0,0
3422,517,0.0,0
3758,3206,0.0,0
1048,4026,0.0,0
4543,2399,3.0,0
3330,2618,0.0,0
7482,2052,4.0,1
1134,5612,0.0,0
3643,3355,0.0,0
5073,4837,1.0,0
3322,3953,0.0,0
3257,1285,0.0,0
7274,2274,3.0,1
7290,2587,0.0,0
571,2928,1.0,0
923,1028,0.0,0
1682,5407,0.0,0
5974,1798,0.0,0
1939,4555,5.0,1
381,4737,0.0,0
145,311,0.0,0
6513,4442,0.0,0
3957,4342,0.0,0
6744,732,0.0,0
3046,1889,4.0,1
5123,4399,0.0,0
2214,3928,4.0,0
4950,5418,0.0,0
1251,4517,4.0,0
3413,3727,0.0,0
4119,785,5.0,0
3280,1879,5.0,1
1121,3651,0.0,0
5663,4285,0.0,0
7413,3443,0.0,0
2086,1341,0.0,0
5205,3531,1.0,0
3454,5170,0.0,0
5211,3106,1.0,0
2915,4845,0.0,0
702,2470,0.0,0
7644,1121,4.0,0
6047,3213,0.0,0
5710,5227,0.0,0
6228,3302,0.0,0
2517,2848,0.0,0
5070,1260,0.0,0
7939,746,0.0,0
5138,2256,0.0,0
3163,238,0.0,0
6964,4323,5.0,1
1360,3968,0.0,0
5619,5576,0.0,0
5196,4157,0.0,0
3100,3343,0.0,0
5513,5938,0.0,0
4144,5473,0.0,0
705,4320,0.0,0
5372,1579,0.0,0
207,2857,0.0,0
542,3650,0.0,0
4828,3149,0.0,0
2824,5413,0.0,0
1358,1741,0.0,0
4014,1776,0.0,0
1194,3794,0.0,0
3845,391,0.0,0
5562,4680,1.0,1
316,4707,0.0,0
542,4121,0.0,0
6478,576,0.0,0
7350,4401,0.0,0
6522,3713,5.0,0
6437,1348,0.0,0
3207,1828,0.0,0
782,2516,0.0,0
3451,4871,1.0,0
5301,1232,0.0,0
1079,799,0.0,0
5970,52,5.0,0
4579,3426,0.0,0
2629,4760,0.0,0
436,4783,0.0,0
7317,898,0.0,0
3796,1207,0.0,0
6892,3469,5.0,1
175,4414,5.0,1
6137,5009,3.0,1
365,2100,4.0,0
6208,5209,0.0,0
5857,5486,0.0,0
4747,4004,0.0,0
2481,3030,0.0,0
3328,1179,0.0,0
6965,3992,4.0,0
6150,568,5.0,0
5796,3411,0.0,0
7483,4802,0.0,0
4216,4123,5.0,0
6858,5014,5.0,0
1605,1689,0.0,0
4796,2413,0.0,0
143,740,0.0,0
4583,4059,0.0,0
6620,2459,0.0,0
5776,2307,0.0,0
535,1733,0.0,0
5376,663,2.0,0
7890,2318,0.0,0
7262,374,5.0,1
4305,2614,0.0,0
2244,4878,0.0,0
1719,3009,0.0,0
4559,1694,5.0,0
5148,5039,0.0,0
1424,2641,0.0,0
4016,3458,5.0,1
3528,4892,0.0,0
7932,816,5.0,0
503,40,0.0,0
6116,4291,0.0,0
6876,2858,5.0,1
2281,1066,0.0,0
3492,5840,1.0,1
5110,4274,0.0,0
6947,4067,0.0,0
3802,1147,0.0,0
1835,5441,0.0,0
4527,768,0.0,0
811,5244,5.0,0
4332,566,0.0,0
4605,2310,0.0,0
2183,1656,0.0,0
7262,91,0.0,0
1881,2067,1.0,0
4747,4225,0.0,0
5053,3491,0.0,0
6400,688,0.0,0
1325,749,0.0,0
7167,3671,0.0,0
52,2567,0.0,0
1557,2417,0.0,0
6176,278,0.0,0
5159,4568,5.0,0
132,4321,0.0,0
3330,5937,1.0,1
527,1972,0.0,0
5565,5685,0.0,0
3686,1599,0.0,0
3548,884,0.0,0
6755,2891,0.0,0
5190,5706,0.0,0
6985,251,0.0,0
2106,1108,3.0,1
7363,995,0.0,0
4034,5809,0.0,0
5000,5606,5.0,0
3797,2979,0.0,0
5958,4356,0.0,0
7298,154,0.0,0
2084,4950,0.0,0
831,169,0.0,0
6405,4043,0.0,0
280,3072,0.0,0
4470,5589,1.0,1
364,5761,0.0,0
1598,4860,0.0,0
503,1294,0.0,0
7228,166,5.0,0
6988,3646,0.0,0
5376,4448,0.0,0
5969,5709,0.0,0
829,3395,0.0,0
3944,1476,0.0,0
2868,3850,0.0,0
3868,3827,0.0,0
7697,2603,0.0,0
3832,2966,0.0,0
3209,3792,0.0,0
1972,2757,0.0,0
1330,1732,0.0,0
4321,2492,0.0,0
7567,621,0.0,0
7059,3361,0.0,0
136,1415,0.0,0
5884,4114,5.0,1
4789,3765,0.0,0
4471,4848,5.0,0
5953,5849,1.0,0
2195,5440,0.0,0
6643,5817,5.0,0
5159,4646,5.0,1
3847,1849,0.0,0
5718,1935,0.0,0
6192,5588,1.0,1
1840,1270,0.0,0
1427,5850,0.0,0
1094,5451,0.0,0
1178,1753,0.0,0
5502,4644,0.0,0
7751,4105,0.0,0
691,4734,5.0,0
7406,3287,0.0,0
275,2954,0.0,0
995,722,0.0,0
5106,81,0.0,0
5841,1125,5.0,0
2576,5669,0.0,0
6185,3550,3.0,0
1970,4410,0.0,0
898,2694,4.0,0
1609,3245,0.0,0
4468,1758,0.0,0
4313,4954,5.0,0
7379,2951,5.0,1
1117,1820,0.0,0
1438,1885,0.0,0
5429,4524,4.0,1
4196,83,0.0,0
2407,5040,3.0,0
5316,3375,5.0,1
3685,5269,0.0,0
5701,3042,0.0,0
5666,213,0.0,0
1248,3851,3.0,1
6362,5081,0.0,0
5344,2770,0.0,0
2987,4924,0.0,0
477,128,0.0,0
3685,229,0.0,0
2218,5500,0.0,0
7488,948,0.0,0
2414,4153,0.0,0
4951,877,5.0,1
6911,219,5.0,1
7358,5669,0.0,0
1553,669,0.0,0
3648,4020,0.0,0
2317,5261,0.0,0
3387,5405,0.0,0
2795,1228,0.0,0
7516,1125,0.0,0
6310,5610,1.0,1
6973,5672,0.0,0
3130,684,0.0,0
1318,5696,0.0,0
1072,3470,0.0,0
1793,2663,0.0,0
1230,2305,4.0,1
7706,4778,0.0,0
1135,5593,5.0,0
240,2861,0.0,0
3292,902,5.0,0
3342,5374,0.0,0
6055,5417,1.0,1
4097,904,0.0,0
821,1374,0.0,0
5546,4308,0.0,0
5224,1074,0.0,0
401,4761,0.0,0
6094,5176,5.0,1
489,3801,0.0,0
7437,1269,4.0,0
